label,comment
1,[鼓掌] 最佳女歌手，最佳唱作人，最佳专辑制作人，最佳电子艺人
0,[泪][泪][泪][悲伤][悲伤][悲伤] 夜间健康作息.
1,[爱心传递][爱心传递][爱心传递][爱你][爱你][爱你][心][心][心]
0,[泪]比起残忍我更愿意相信奇幻，比起人隐藏的兽性我更愿意相信动物可以是伙伴。但是，我愿意相信的，就是真的吗[泪]为什么总是在信任换来瞠目结舌的震惊之后继续相信[悲伤]是谁说的：在这个年龄依然单纯是可耻的。[抓狂]
1,你不在，家中一切有我。我倒下了，也只要你在床前。别人谁都不行。[爱你]
0,咳，又失眠鸟... [泪]
1,看看，都不疼了吧[哈哈]
0,[哈哈] [偷笑]确实[抓狂] 姑凉们，不管你买了多少，?些混蛋都会神秘地消失……有木有？
0,时间不能倒回。 好伤感。[泪]
0,没有取代这些生物实验的办法么[抓狂]
1,在公益同行的路上，最好的服务莫过于家人们的认同！[太开心]
1,晚上请你吃鱼，一言为定[嘻嘻]
0,哈哈终于在汉王公司重新出手了，那就再度拾起来啊！ 惭愧呀惭愧！多少年不提笔了[晕]
0,如果我们的肺能够净化这座城的空气，也值！然而实际上我们的肺也无能为力。 [衰] [衰]这天气太伤肺了
1,娜姐，你牛[给力][威武][花心][花心][花心][鼓掌][鼓掌][鼓掌][鼓掌][爱你][爱你][爱你]
0,[泪][泪]微博名更吸引我
1,好久好久没有躺在床上晒太阳，想念朋友们，你们的到来是温暖的友情，勉励和希望!祝愿你们新年快乐!朱哲琴[爱你]
1,这就是我爸妈，这就是我的家族文化，平凡充满爱。感谢您们给我爱 你每一天，都有愉快的心情，这是我的愿望，圣诞节快乐。[亲亲][爱你][爱你][爱你]
0,那久久不愈的小风寒，难道你竟如此依恋我，不舍离去？！散，该散了！[泪][泪]
1,哈哈都是好朋友[哈哈][给力]
0,[抓狂][哼][鄙视] 不知悔改……竟然还敢提素质二字 这女人还做幼师呢，禽兽不如啊！大家人肉的好，转起！
0,北四环大半夜家楼下运煤卡车呜啦啦，我去吵死了，明我还上早班呢……我能报警么？？神经衰弱的吵不起啊！！！！[怒][怒]
0,呃，我以前也这么玩过，可是门没开[失望] [哈哈][哈哈] 二逼青年欢乐多啊！
0,[泪]终于找到了一个介绍女生汽车的微薄了，推 荐下！
1,哈哈，开心啦[哈哈][哈哈]
0,我党威武 即便不是抗战英雄，是一位普通的老人，也应该给年迈的他让个坐！！老人的拐杖，戳瞎了无良之人的狗眼！戳伤了善良之人的人心！！[怒] 在他们眼泪，昆仑不是关，英雄不是汉，只有乌纱才是帽，多名女才是性！ 不服不行
1,新品一出，就感觉自己又老了一季[哈哈] 真快！春的感觉还在回味，夏梦就来了！
1,明天就要公布幸运名单咯~~期待幸运的小伙伴们~快来参与进来呀~~~[抱抱]
0,今天唯一的缺憾就是崴了脚[泪][泪]
1,桃花快来快快来！![爱你][嘻嘻]
0,今天一直在杭州市区和萧山。但用手机和电子邮件从日本来很多指示[汗]现代呢，便利则便利但很麻烦，一直紧张了[泪] 今日はずっと杭州と?山にいたのに携?とメ?ルで日本からやたら指示が来た[汗]?代は、便利なことは便利だけど面倒だしいつも??を?いられるようになったね[泪]
1,想不到比以前?更好！ 我看不如你的清?腩
0,我也想开书店[衰] 转发微博
1,俺有些恐高啊！！[嘻嘻]阴阳双修都看到啦？ 我正在看！哈哈大笑！ [爱心传递][爱心传递][爱心传递]
0,鱼鱼的眼睛被其他鱼吃掉了[衰][衰]
0,“这么多垃圾！”“昨晚上的，我们这儿从小就有个说法，黑天不要扔垃圾...”“那现在趁天亮，赶紧扔。”“我们这儿从小就有个说法，年三十儿到初一，不要扔垃圾...”“正月十五都过好久啦[抓狂]”“我们这儿从小...正月里不要扔垃圾。”“那还得堆几天忍出正月是吧？”“我们这儿...不要随便扔垃圾。”
0,老有所养，老有所依。[泪]
1,已经是第四天了[哈哈]
1,价格[钱]才是硬道理，更多套餐，一定要点的链接哦[鼓掌]
1,作为我老公的发小铁哥们，居然提出这么合理的另人振奋的建议，我挺你！[嘻嘻][哈哈] 北师大人民起床还没刷牙洗脸就发来贺电！姑娘二八一枝花，明年嫁个好人家！
1,[偷笑][偷笑] 你在内环我也在内环！[兔子] [哈哈]
1,打算去张家界的同学快来瞅瞅~[嘻嘻]
0,报名没有啊。请私信，我去查一下后台！[呵呵] 我和宿舍小伙伴从南京来，已经准备好了！[泪][泪][泪]
0,记得小时候那叫“老头钻被窝儿”！[哈哈] 摔糊涂了，不是大马趴，是向后仰坐地上那种。。。唉，语无伦次了我[泪]
0,一天又在浑浑噩噩中度过，怎么就提不起对美好生活的火热心情呢？[抓狂]
1,有没有觉得我最可爱啊？[挤眼][害羞][偷笑][太开心]
1,[哈哈]，有才 [偷笑]
1,今年最火的看来是蔡明阿姨！[哈哈] 哈哈哈啊哈
1,[鼓掌] 恭喜王江华，他模仿的赵本山老师，真的太惟妙惟肖了！
0,我角着这周要是看不上就不好意思跟人打招呼了，已经动了逃班去看的邪念！！！[抓狂]
1,"看到这条消息,第一感受就是:时代出版走在了时代的前面!但愿有更多的技术融入出版,让出版焕发出勃勃生机![嘻嘻] 科技厅支持数字出版成立工程中心，湖北完全也可以借鉴参考嘛"
0,回东北就喝哈尔滨冰纯，凉就一个字，嘎嘎的冷啊[抓狂]。
1,郭大腕的评价很重要哟[嘻嘻] 郭大腕听后必须给出评价啊[偷笑] 先听为快！ 支持含笑兄新歌！ 多谢兄弟[给力] 这一定得疯狂转发！[赞][赞][赞][赞] 真心好听的一首歌！一首男人唱给自己的歌！
1,[围观] 很好吃得样子，只可惜吃不到啊！
0,不要脸无下限啊[晕][晕] 应该管的是各种公务车！尤其是各种交通管制！ 的确是无耻之尤！ 不要脸！国外才几辆公车，国内有多少公车。这特么也敢说国际惯例？
0,我好饿，大晚上发美食的童鞋不厚道！楼上那对儿也不厚道！[怒骂]
1,[话筒][鼓掌]全国餐饮行业「厉行勤俭节约反对铺张浪费」视频会议开始了
1,美女，是该收收心了，要琢磨五一去哪玩儿了[嘻嘻] 是时候为小长假开始打算了[耶] 那试试艺龙吧，挺不错的。[哈哈]
0,款款都好看是要闹哪样！！[抓狂] 戳
1,吾道口羊蝎子帅气的老板亲自跑堂一开心还多送我们半份羊蝎子拉面的哥哥一紧张拉断了哈哈哈服务态度超好超温馨的一家店好再来[哈哈]
1,[嘻嘻] 期待更多老北京的作品吧！
0,有一种掐脖子叫”隔离”，你能！[怒][怒]
0,亚运会拼命花钱装门面，如今是拼命赚钱填补财政赤字！反正，羊毛出在羊身上~[鄙视] 广州这是怎么了？！[怒] 垃圾分类应该做的是宣传教育，引导市民养成习惯，是一个过程。不要动不动就以收费的形式来解决问题，可以吗？
1,[偷笑]因有人反对发美食图片，改发美食门头。什么面茶，冷面，豌豆黄，螺丝转，枣卷果，敦饽饽…应有那个尽有！[哈哈] 我在:
0,回覆 肯德基后面吗！！我忘记了呢！ 对的。你来过的。
1,一定是浪漫醉人[花心] 如此浪漫，回甘悠长~~~ 春暖花开了，这一拨拨婚礼秀又该开始了[鼓掌] 介是要多爱喝酒的小夫妻丫[鼓掌] 葡萄酒主题婚礼秀一定与众不同！必到！[花心]
0,刚吃完第二顿晚饭，胃疼[委屈][泪][生病]
0,可能是电视剧。 [怒] 确定这不是在拍戏吗？
0,震惊，必须治理！丧尽天良啊！[怒]
1,哈哈，希望你们笑纳拉！[哈哈][哈哈]
0,[蜡烛] [蜡烛]我最尊重的老前辈黄苗子老师千古！！！[泪][蜡烛][蜡烛]!！！！
1,内什么，女汉纸的气质其实是与生俱来的[哈哈]
1,那么你是在天上人间按摩院花天酒地搞婚外恋的？[哈哈] 我的生活的真实写照，关键我还是打工的
0,我擦。。。你们排着队挤兑我哩！！！！[抓狂][抓狂]
0,不是不想，是不敢想[抓狂][委屈]
0,求高人解梦；梦的情况见下图。快艇是丛琅勃拉邦到清孔，飞机是从琅勃拉邦到清迈的老挝航空班机。[抓狂] 求解！
0,你要我怎么回答呢。。。妹子[泪]
1,[哈哈][哈哈][哈哈][偷笑][偷笑][偷笑]最后亮了！
0,真是一个忧桑的故事[泪]。。 [兔子]
1,与洗手不干异曲同工：洗耳不干了[哈哈]寓为归隐山林之意，典故来源:尧招许由为九州长，由不欲仕，洗耳于颍水之滨，隐居箕山不出。还有一个解释：耳，乃语气词耳。洗耳就是洗了，人到此地（武夷山仙灵之地）就被洗礼了，故为洗耳
0,贪官的财产可以不必实名，这是什么底线 [怒]
0,有几多人其实是为了遮掩霉噗烂杂的样子才戴个帽纸呐[晕]
1,[嘻嘻][哈哈][嘻嘻][哈哈]美食面前，减肥荡然无存……
1,太牛啦太牛[话筒] 希望国内创意公司和业主单位好好思考 全裸的没看过，这一版已经很牛了[赞][赞][赞] 我还是觉得全裸的那版本好！[嘻嘻][嘻嘻][嘻嘻]
1,耍开心了吧？[哈哈][哈哈] 接着玩。年轻的损色在一起，比什么都快乐。
0,――为什么我整个童年都没发现他们四个长得一模一样……[衰]
1,怕怕爆奶茶，哇咔咔[嘻嘻] 我在:
0,"那些年在北京的小日子永远值得怀念 + ,想念了"
1,你们这些气死人的瘦美女，有的说了这！ 多吃杨家火锅[偷笑] 很好的安慰[哈哈]
0,[怒] 防不胜防呵！不能相信任何人呵？！遇见此类人等，要往死里揍！猫了个咪的！[抓狂][怒] 恐怖！！！ 骗局新出 吓得你发冷汗
1,我爱皮皮虾[嘻嘻][嘻嘻][嘻嘻] 长见识了
1,名字不能太随便，私信我 杨总您主意多，给点建议撒[哈哈]
0,[泪][泪][泪][泪][泪][泪][泪][泪] 时隔那么多年，特意爬起来看到球，让我很桑心啊
1,生日快乐！祝你长得跟我一样胖！[哈哈][哈哈][哈哈]
1,收到刘鑫同学的礼物，灰常喜欢[太开心]，谢谢
1,[哈哈][哈哈]早八点还是晚八点[抱抱][抱抱]
0,"吃自助火锅,只剩我一个人吃,就再也见不到肉了.[怒]以为女人不吃肉啊!!![愤怒]"
0,奶奶的横着看时，西凤酒底下那个我还以为有一款叫什么什么“大白妹子”的奶酒呢[抓狂]正过来一看[汗]“太白娇子”
0,兄弟们对不住呀，偶还被晾在机场等着打飞的呢。两个会赶不上了[泪]
1,感谢志愿者们在这样的大暑天气里的到访。小朋友都玩的很开心呢！[得意地笑] 一个个淘气的样子，还是让人忍不住的怜爱[抱抱]
1,感谢有你们陪伴[爱你] 虽然你没参加[挖鼻屎] 时间会证明，一切都会越来越好
0,真不忍心把它吃了 这个，不敢开牙，肿么办[泪][泪][泪] 转发微博
1,碧水青山一扁舟，漓江秋色美如画。早上好！[可爱]
1,[嘻嘻]愿意来图片里蓝天白云下的云南华侨城么 来云南感受蓝天白云吧
1,同事 今天穿了双很暖和的靴子，她自己形容说好像踩着两个火球，感觉自己是哪吒，可爱得想起来就笑一阵[嘻嘻]
1,[鼓掌]大家都去过哪些地方呢？[心] 点击百度旅游页面右上角的“个人中心”里的“我的足迹”，来点亮自己的旅行足迹图吧！
0,[心] [泪] [心] 伟大的父母
1,中外运高新物流这一站，听起来真像：宫外孕。。。[哈哈]
0,[泪] [哎呦熊泪奔]
0,[威武] 真的真的，每次去西藏做公益回来，我们活色生香的姑娘小伙儿都蜕层皮！！！真的是传说中的“脸都不要了”[泪][偷笑]！！！
0,最讨厌等待了，尤其是医院[抓狂][抓狂][抓狂]
1,[哈哈] 分享给需要的朋友！~
0,"我在航展新闻中心,哪位大哥大姐小弟小妹有爱疯充电器的或插头的借我用一会好不好啊啊啊啊[抓狂][抓狂]"
0,一个出轨的国家带来无数出轨的事情！[怒]
0,浣熊猎犬[晕][花心]
1,那些在路上的日子，想到都美好！！！[鼓掌]
1,[爱你][心][心][害羞] 越长大越懂得知足，有某人 ，有蜜人 天天围着你们转都来不及，哪有时间去想不开心事情~[心]
1,美，我的下一个目的地[爱你]
0,小礼物也难以弥补免税证明带来的桑痛！！！ [泪]
0,老百姓又有什么办法呢[衰]
1,拜一拜[可爱] 拜一拜！
1,都是成年人嘛，倒也不是装，总会选择一个自己让大家看见。[嘻嘻] 我感谢每一个路过我的人。生活里我不高傲。 跟老杜第二次见面在重庆，当时我在门口等领导，结果他先到了。我迎了上去，他老远马上笑容可掬，握手时也是很谦和，风度翩翩。牛逼的人总在平常时更加平易近人！
1,好东西要和朋友们一起分享~年末聚餐，聚点走起~[嘻嘻]
0,马英九，你是中国人就打丫挺的！你有十亿同胞，几亿志愿军呢，怕丫菲律宾个?？！[怒]
0,?底?了[汗]明天站哪是???[泪]?明天打兔子去
0,音乐一起，第一组选手一出。瞬间我的视线被全部站满了[晕][泪]看不到了~[奥特曼] 我在
1,[哈哈] [偷笑] [哈哈][哈哈]
0,[泪][泪][泪]跟我今天的心情一样不好，[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]
1,深夜报社的！打！[嘻嘻]圣诞快乐！
1,跪求字幕版！[哈哈][哈哈]
0,要死快则……烤肉啊[怒][怒]
1,素吗？嘿嘿，要试试喽！[嘻嘻] 据说放一小袋干掉了的薰衣草在身上，可以让你找到梦中情人。呵呵
0,不会吧，上帝保佑黑曼巴[泪]
1,这张好帅！ :帅暴了。。亲，是今天吗？[亲亲]
1,[嘻嘻]旅游达人们来瞅瞅：
0,嘎嘎，他们工作最辛苦！[怒] 有次看到了北京精神的实质。
1,期待我们的书早日面世 [鼓掌]
0,[抓狂]我饿嘛?[纠结]
0,生煎是我去上海的时候最爱吃的东西。老姐，我也要吃保湿饱满的生煎[泪]
1,我被偷拍啦，会不会上头条啊？![哈哈][嘻嘻]
0,一大早，喂好奶把宝宝放回小床后，发现她袜子又不见了一只。床上床下、阳台至屋内的一路上遍寻不见。奶奶边扫地边纳闷。她妈妈我还对着牙牙懵懂的她一个劲的问：你说你又把袜子藏哪儿了？？？宝宝一脸无辜呀呀[悲伤] 刚才，她妈一摸口袋，袜子找到了。
0,设定提别关注后，会有种男神和你聊天的感觉，赶上一话密的效果加成。 可试。[晕]
0,昨晚做了一个至记事以来最可怕的一个噩梦 装修 领证结婚 办酒席 当爸爸 老婆生的还是儿子 理论上这些都是喜事 可全在一年之内发生了 醒了一身冷汗 顿时表示鸭梨山大 别特么懒了 起床挣钱儿吧。。。[晕][晕][晕]
1,[哈哈]司机师傅老智慧鸟！
0,[可怜][抓狂] 被骗了这么多年[抓狂]
0,据说地铁上行列车出故障了，北上的车，人多车少，间隔长。广播里不停的通知，着急的乘客请您搭乘其！他！交！通！工！具！。[汗][睡觉][衰]
0,[晕] :呃……上面的纸币过期了
0,[衰]看成了食物很多，朋友也很适合我 莫言离不开高密，更离不开中国！
0,悲惨的脚后跟儿。。。[泪]洗澡时间长了点儿导致伤口泡发，我不就是今天多加了个清洗空调过滤网的环节么，为了躲避路对面夜间施工噪音，只能关紧窗户开会儿空调了。[抓狂]
1,用手机订餐，高端、大气、方便，以后在家也可以边美食边摆龙门阵了。[鼓掌]
1,确实辣得过瘾，再加上和这几个好朋友在一起，又喝得过瘾，用四川话形容，就是“爽呆了、巴适惨了”。祝 开业大吉、生意兴隆！[鼓掌][鼓掌]
0,太可怕了……如果他们真把希望寄托在这有个奇怪名字的车上，那现在开始准备后事就对了……[泪]
0,妈妈知道我最近胃不好特地天天烧粥还帮我菜装好[泪][泪][泪][泪][泪]以后我要更加疼你[哈哈][哈哈][哈哈][哈哈]
1,谢谢 帮忙代购，刚收到好喜欢！！[爱你][爱你]
0,其实，小丸真心不想提醒各位亲亲！[泪] 这周是连上七天班！！！！！
1,"是啊，没胖啊。身材还是那么好，哎呀。龙猪快快出来吧。哈哈。[爱你] 天呐，还是那么消瘦，你家龙猪把你的营养都抢走咯，密切关注他的各尺寸[爱你] 一点都不胖[威武] 发现鄙人拍照就是有点严肃哦 ， ， ,俺胖了不？"
0,蓄意伤人未果就不追究其刑事责任吗？[怒]太令人气愤了 经历下警方调查，该外国男子名叫菲利普斯，来自新西兰，现在山东财经大学任外教。经派出所民警调解，老外进行了道歉和赔偿，双方已经达成了和解。
1,我家宝儿说，他班上有个话痨！可是。。。他能把话痨说昏过去！[哈哈]
0,路上可好，小心路上，有的井盖已经被冲走了，注意安全！疯了。。怎么开的都有。[晕]
0,为什么淘汰苏妙龄？？？我不要！！！[抓狂][泪][抓狂][泪][抓狂][抓狂][泪]
1,[哈哈][哈哈][哈哈][哈哈][哈哈]历史教训告诉我们…房子不能租出去…租出去就这样 我在:
1,谢杏芳也变漂亮了[鼓掌] 刚要睡觉，就让我看这个，这内心的小起伏啊[花心][给力]
1,清晨，窗外庭院一片宁静。传统的日式早饭，豆腐，各式酱菜，三文鱼，鸡蛋糕，沙拉，梅子，还有切成细条的枪乌贼，白米饭，牛奶，酸奶。就着雪景下饭，接着打算花园喂鸟去！[围观][嘻嘻][哈哈][馋嘴][害羞]
1,原来真的是在有事发生时，才能真正的认识一个人。[嘻嘻] 我跟对了人
1,一只手可以是无形的手～市场经济 ，可另外一只手绝对不能也不可以是市场经济的手，[呵呵][晕] 它必须是政府干预的民生政策之手，否则，必然大乱[晕][晕][哼][嘻嘻]
1,时间等得我好心急，图片看得我好好奇！[哈哈]那块黑纱是什么？[哈哈]
1,[害羞][害羞][挤眼][抱抱]
1,新浪也想借借你的光。[哈哈]
0,?演：可以?著??拍??？好泠[抓狂][抓狂][委屈][雪]
1,[哈哈]操。。。。。。
1,第一次看见崔老师，感觉很喜庆啊！返场的茅房话不错，量活的话很瓷实，包袱全出来了！赞一个！ 崔老师真的很不错啊！为什么我茅房话这块活记得这么清楚呢？因为我周日刚对完这块活，明天要用呢！嘿嘿[嘻嘻]
1,[嘻嘻]约了几个月的家宴，今天算是把时间排出来，全家人一起去一位大哥家里吃私房菜。我没有什么好带的，早晨先下菜园割一斤韭菜，再拿一袋龙口粉丝。有点农民走亲戚吧？
0,[鼓掌] 今天下午 可惜我不在学校，[泪]
1,我也看到了，昨晚坐地铁看到了。很有亲切感。[鼓掌] 哈哈，终于看到了啊，我还以为被忽悠了呢！ 同学，下面那张图就是那天没看全的“公”啊 我耳边就一直在响起那个小女孩喊的“公”....到底这是啥广告呢？
0,大意：马来不是坏，而是蠢[衰] 真正有技术背景和技术含量的分析~
1,西贝小莜面 ，快到我碗里来！我们滴包间号码很酷哟[嘻嘻][嘻嘻]
1,她常说：弟弟！来吧弟弟！[哈哈] 消费一百元以上才能合影。 地标性人物！夏天回家一定要跟这大姐合张影。。。
0,究竟“太阳星座”是指出生时太阳所在的黄道带位置，还是地球所在的黄道带位置？[思考] 我被某本书搞混乱了[晕]
1,一路平安！我是明天的票[哈哈] 你们都回到家了吗？我想回家了~[泪][泪][泪]
0,没见过比冬小姐更擅长添堵的[晕]
0,[泪][泪][泪]想念杭州了[泪][泪][泪][泪]
1,见到?狮了，还是一对的。[哈哈]
1,还好嘻嘻过几天我去吉林卫视做两期我看您刚做完呀[嘻嘻] 大大，还是叫磊磊顺口，最近好吗？ 嘻嘻关键是叔叔有柴[鼓掌] 磊大大好，骇，这辈是怎么论的[泪流满面] 哈哈叔叔早呀 这磊太太可是磊磊炒的吗
0,这一看就是假和尚 ＂公德随喜＂[衰] 震惊
1,珍藏福利无保留放送[鼓掌]
0,航拍，航拍，真叫人抓狂啊[抓狂][抓狂][抓狂]
0,[晕][哈哈] 戳中笑点。[哈哈]
1,[偷笑][偷笑] 这得感谢 的支持[鼓掌]
1,?丝男神曲! 与诸君共享![哈哈]
1,挖！[哈哈][哈哈] 加油！虎哥 兄弟管虎的片即将上映，你做何评价?
0,你们太厉害了，我在值班滴路上太残暴了，我还没起床呢。。。[悲伤]
0,诡异？刚看了一下，挺亮挺圆的。。。隐隐的头痛[晕]碎觉[月亮]
0,刚一上称，数字噼里啪啦往上跳，吓得我这小心脏啊，你以为自己是加油站计价器啊[怒]！枉我吸着小腹，提着气[泪]！你倒底要怎样啊[抓狂]？我立志，从明天开始，只说吃，绝不吃！请大家监督，监督，监督！！！
0,苦逼日子没特么法儿活了，上了好几天班了，才特么周一，后面还好几天呢，不吃硬货都对不起咱这见天堵车，天冷没完没了的上班，[泪]上路见着黄灯就吓的一脑门子汗，没停车位，必须得来点羊蝎子来呵护咱滴小胃，暖暖咱的饱受摧残的小心灵是不？羊蝎子做法链接
0,冒着被封号的危险呀。大家出出主意呀。[泪]
1,从 的办公室出来，感觉自己不论作为一名旅行者还是旅游行业从业者，都接受了一次洗礼，梦野真是位身体力行的顶级行者和布道大师，可惜有个很大的缺点――过于低调，以后得把梦野的正能量狠狠地压榨出来，这个重任就交给你们了 [嘻嘻]
0,明年一定休息，放大假！[泪][鼓掌][奥特曼] 第五个在工作中渡过的生日，今夜草原拍大夜戏！去年生日是尉迟大人，今年是陈阵，辛苦了，风先生，生日快乐！[蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕]
0,当母亲将四年，这样甜蜜的吻享受了无数了。不过今早起来跟瓜哥说：今天是母亲节，你母亲是谁呀？瓜一脸呆萌状：不知道啊[泪]忘了在节前普及这个词，活该！不过我脚着这事吧，都是他爹之过！[鄙视]
0,大爱土豆泥，拒绝超市里盒装的塑料，只求别买到翻新土豆[泪] 日式土豆沙拉
1,外国大妞这个美！小伙儿这个帅！[心][太开心][心] 我在:
0,转发微博 哇，看着就有吸引力[晕][晕][怒骂] 我的大保定的狼牙山……话说我还没有去过没……好惭愧……
1,岂止是脑残 [哈哈][哈哈][哈哈][哈哈][哈哈][哈哈] 司马南我操你祖宗
1,醉人的恋情，依依的思念[嘻嘻]
0,未来佛 坐姿洒脱，开怀坦荡的未来佛下的我心境自然平和，今天是个特殊的日子，从十年前的这一天我开始不过愚人节！听哥哥的阙歌，暂别今天的你，但求凭我爱火，活在你心内，分开也像渡过[泪]
1,[哈哈][哈哈][哈哈]
0,你妹你妹你妹你妹你妹你妹！！！！！！！！！[怒][怒][怒][怒][怒][怒][怒][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]
1,记得前不久新闻说“酝酿调价”意思是北京地铁要限流了么？[嘻嘻]太有喜感了 狗市长
0,恐怖 [衰] 好恐怖！过马路一定要小心！
